RADICADO,FECHA,HORA,DÍA DE LA SEMANA,CLASE DE VEHICULO,TIPO DE SERVICIO,TIPO DE VICTIMA,SEXO,ESTADO DE BEODEZ,RESULTADO DE BEODEZ,GRAVEDAD,CLASE DE ACCIDENTE,CAUSA,DIRECCIÓN,BARRIO,AREA,Coordenadas
2171134,04/18/2017,3:15 p.m.,Martes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 29 A Calle 38  Sur,El Chinguí,Urbana,"(6.16496822, -75.58082836)"
2171418,05/14/2017,4:45 p.m.,Domingo,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Calle 35  Sur Carrera 50,Las Vegas,Urbana,
2171129,04/18/2017,7:20 a.m.,Martes,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 48 Calle 37  Sur,Glorieta Peldar,Urbana,"(6.172859211, -75.59276992)"
2171129,04/18/2017,7:20 a.m.,Martes,Motocicleta,Particular,Motociclista,Femenino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 48 Calle 37  Sur,Glorieta Peldar,Urbana,"(6.172859211, -75.59276992)"
2171137,04/18/2017,6:20 p.m.,Martes,Automovil,Diplomatico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 42  Sur Carrera 50,Las Vegas,Urbana,
2171126,04/18/2017,8:25 a.m.,Martes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Atropello,Impericia en el manejo,Calle 40  Sur Carrera 40,El Dorado,Urbana,"(6.166958927, -75.58785403)"
2171137,04/18/2017,6:20 p.m.,Martes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 42  Sur Carrera 50,Las Vegas,Urbana,
2171127,04/18/2017,8:50 a.m.,Martes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Carrera 42 B Transversal 27 A Sur,La Magnolia,Urbana,"(6.177282566, -75.57983816)"
2171127,04/18/2017,8:50 a.m.,Martes,Motocicleta,Diplomatico,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 42 B Transversal 27 A Sur,La Magnolia,Urbana,"(6.177282566, -75.57983816)"
2171127,04/18/2017,8:50 a.m.,Martes,Motocicleta,Diplomatico,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Carrera 42 B Transversal 27 A Sur,La Magnolia,Urbana,"(6.177282566, -75.57983816)"
2171127,04/18/2017,8:50 a.m.,Martes,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 42 B Transversal 27 A Sur,La Magnolia,Urbana,"(6.177282566, -75.57983816)"
2171140,04/18/2017,7:52 a.m.,Martes,Camioneta,Publico,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Transitar entre vehiculos,Diagonal 31 C Sur Transversal 34 E Sur,La Sebastiana,Urbana,"(6.172072691, -75.57995837)"
2171140,04/18/2017,7:52 a.m.,Martes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Transitar entre vehiculos,Diagonal 31 C Sur Transversal 34 E Sur,La Sebastiana,Urbana,"(6.172072691, -75.57995837)"
2171140,04/18/2017,7:52 a.m.,Martes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,Transitar entre vehiculos,Diagonal 31 C Sur Transversal 34 E Sur,La Sebastiana,Urbana,"(6.172072691, -75.57995837)"
2171125,04/18/2017,10:40 p.m.,Martes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 30 Calle 39 B Sur,San Jose,Urbana,"(6.163159855, -75.58189547)"
2171125,04/18/2017,10:40 p.m.,Martes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 30 Calle 39 B Sur,San Jose,Urbana,"(6.163159855, -75.58189547)"
2171146,04/19/2017,7:10 p.m.,Miércoles,Microbus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 39  Sur Carrera 43 A,Alcala,Urbana,"(6.169120914, -75.58953036)"
2171146,04/19/2017,7:10 p.m.,Miércoles,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 39  Sur Carrera 43 A,Alcala,Urbana,"(6.169120914, -75.58953036)"
2171151,04/19/2017,7:15 a.m.,Miércoles,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,Las Vegas,Urbana,
2171151,04/19/2017,7:15 a.m.,Miércoles,Camioneta,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,Las Vegas,Urbana,
2171149,04/19/2017,9:20 a.m.,Miércoles,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Calle 41 B Sur Carrera 24 DD,San Rafael,Urbana,"(6.153176934, -75.58760244)"
2171149,04/19/2017,9:20 a.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Calle 41 B Sur Carrera 24 DD,San Rafael,Urbana,"(6.153176934, -75.58760244)"
2171142,04/19/2017,5:15 p.m.,Miércoles,Microbus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 25  Sur Carrera 46,Villa Grande,Urbana,"(6.183044029, -75.5826185)"
2171142,04/19/2017,5:15 p.m.,Miércoles,Campero,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Adelantar invadiendo carril del mismo sentido en zigzag,Calle 25  Sur Carrera 46,Villa Grande,Urbana,"(6.183044029, -75.5826185)"
2171150,04/19/2017,12:25 p.m.,Miércoles,Microbus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Transversal 31  Sur Diagonal 32 D,La Magnolia,Urbana,"(6.176477274, -75.5843757)"
2171150,04/19/2017,12:25 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Transversal 31  Sur Diagonal 32 D,La Magnolia,Urbana,"(6.176477274, -75.5843757)"
2171143,04/19/2017,6:30 p.m.,Miércoles,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 21  Sur Carrera 44,Zuñiga,Urbana,
2171143,04/19/2017,6:30 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 21  Sur Carrera 44,Zuñiga,Urbana,
2171165,04/19/2017,1:40 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,Desobedecer senales,Calle 50  Sur Carrera 48,Las Casitas,Urbana,
2171165,04/19/2017,1:40 p.m.,Miércoles,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,Desobedecer senales,Calle 50  Sur Carrera 48,Las Casitas,Urbana,
2171144,04/19/2017,6:50 a.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Calle 33 B Sur Carrera 48,Las Vegas,Urbana,"(6.172981087, -75.58607623)"
2171144,04/19/2017,6:50 a.m.,Miércoles,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Calle 33 B Sur Carrera 48,Las Vegas,Urbana,"(6.172981087, -75.58607623)"
2171147,04/19/2017,3:45 p.m.,Miércoles,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 372 Kilometro  9,Vereda Palmas,Rural,
2171147,04/19/2017,3:45 p.m.,Miércoles,Camion,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 372 Kilometro  9,Vereda Palmas,Rural,
2171163,04/19/2017,4:45 p.m.,Miércoles,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Atropello,Reverso imprudente,Calle 36 D Sur Carrera 27,Vereda El Escobero,Urbana,"(6.162479576, -75.57022257)"
2171156,04/20/2017,9:00 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 37 D Sur Carrera 27 D,El Chocho,Urbana,
2171156,04/20/2017,9:00 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 37 D Sur Carrera 27 D,El Chocho,Urbana,
2171160,04/20/2017,5:00 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  6,Vereda Palmas,Rural,
2171160,04/20/2017,5:00 p.m.,Jueves,Buseta,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  6,Vereda Palmas,Rural,
2171160,04/20/2017,5:00 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  6,Vereda Palmas,Rural,
2171153,04/20/2017,10:00 a.m.,Jueves,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Herido,Caida Ocupante,Impericia en el manejo,Calle 38 A Sur Carrera 41,Zona Centro,Urbana,"(6.168560755, -75.58701537)"
2171157,04/20/2017,7:30 p.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 27 Calle 37  Sur,El Chocho,Urbana,"(6.159249048, -75.57378931)"
2171157,04/20/2017,7:30 p.m.,Jueves,Campero,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 27 Calle 37  Sur,El Chocho,Urbana,"(6.159249048, -75.57378931)"
2171192,04/20/2017,7:10 a.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Tramo 372 Kilometro  17,Vereda Palmas,Rural,
2171192,04/20/2017,7:10 a.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Tramo 372 Kilometro  17,Vereda Palmas,Rural,
2171159,04/20/2017,11:10 a.m.,Jueves,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  7,Vereda Palmas,Rural,
2171159,04/20/2017,11:10 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Tramo 12 Kilometro  7,Vereda Palmas,Rural,
2171190,04/20/2017,7:50 p.m.,Jueves,Motocicleta,Diplomatico,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 43,Zona Centro,Urbana,"(6.170662973, -75.58744852)"
2171419,05/14/2017,1:55 p.m.,Domingo,Campero,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Tramo 12 Kilometro  12,Vereda Palmas,Rural,
2171190,04/20/2017,7:50 p.m.,Jueves,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 43,Zona Centro,Urbana,"(6.170662973, -75.58744852)"
2171154,04/20/2017,10:10 a.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 31  Sur,Avenida El Poblado,Urbana,"(6.176754685, -75.58546897)"
2171193,04/20/2017,8:00 p.m.,Jueves,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 39 B Sur Carrera 29 A,San Jose,Urbana,"(6.163042511, -75.58152744)"
2171193,04/20/2017,8:00 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 39 B Sur Carrera 29 A,San Jose,Urbana,"(6.163042511, -75.58152744)"
2171154,04/20/2017,10:10 a.m.,Jueves,Bus,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 43 A Calle 31  Sur,Avenida El Poblado,Urbana,"(6.176754685, -75.58546897)"
2171155,04/20/2017,12:20 p.m.,Jueves,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Carrera 39 Calle 35  Sur,Zona Centro,Urbana,"(6.170244983, -75.5839415)"
2171155,04/20/2017,12:20 p.m.,Jueves,Volqueta,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Carrera 39 Calle 35  Sur,Zona Centro,Urbana,"(6.170244983, -75.5839415)"
2171148,04/20/2017,4:20 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Diagonal 31 Transversal 34 D Sur,Manuel Uribe Angel,Urbana,"(6.17201459, -75.57921611)"
2171148,04/20/2017,4:20 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Diagonal 31 Transversal 34 D Sur,Manuel Uribe Angel,Urbana,"(6.17201459, -75.57921611)"
2171959,04/20/2017,3:30 p.m.,Jueves,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 45 C Sur Carrera 39 DD,Sin Registro,Urbana,"(6.16131154, -75.59174177)"
2171959,04/20/2017,3:30 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 45 C Sur Carrera 39 DD,Sin Registro,Urbana,"(6.16131154, -75.59174177)"
2171179,04/20/2017,7:40 a.m.,Jueves,Microbus,Publico,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 32 B Sur,Las Vegas,Urbana,"(6.178248378, -75.59168828)"
2171179,04/20/2017,7:40 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 32 B Sur,Las Vegas,Urbana,"(6.178248378, -75.59168828)"
2171191,04/20/2017,2:40 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,Las Vegas,Urbana,
2171191,04/20/2017,2:40 p.m.,Jueves,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,Las Vegas,Urbana,
2171158,04/20/2017,6:53 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 43 A Calle 48 C Sur,Loma Del Barro,Urbana,"(6.162218777, -75.59764446)"
2171158,04/20/2017,6:53 a.m.,Jueves,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Carrera 43 A Calle 48 C Sur,Loma Del Barro,Urbana,"(6.162218777, -75.59764446)"
2171152,04/20/2017,5:45 p.m.,Jueves,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Muerto,Atropello,Transitar entre vehiculos,Calle 37  Sur Carrera 43,Zona Centro,Urbana,"(6.170662973, -75.58744852)"
2171164,04/21/2017,3:00 p.m.,Viernes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Calle 43  Sur Carrera 48,Glorieta De Peldar,Urbana,"(6.168592602, -75.597529)"
2171164,04/21/2017,3:00 p.m.,Viernes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Calle 43  Sur Carrera 48,Glorieta De Peldar,Urbana,"(6.168592602, -75.597529)"
2171161,04/21/2017,7:30 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 38 B Sur Carrera 47,Alcala,Urbana,"(6.171647318, -75.59259728)"
2171161,04/21/2017,7:30 p.m.,Viernes,Camion,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 38 B Sur Carrera 47,Alcala,Urbana,"(6.171647318, -75.59259728)"
2171162,04/21/2017,8:00 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Carrera 49 Calle 46  Sur,Las Vegas,Urbana,"(6.166966077, -75.60088817)"
2171162,04/21/2017,8:00 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Reverso imprudente,Carrera 49 Calle 46  Sur,Las Vegas,Urbana,"(6.166966077, -75.60088817)"
2171178,04/21/2017,12:15 p.m.,Viernes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 40  Sur Carrera 27,San Jose,Urbana,"(6.158366235, -75.58080793)"
2171178,04/21/2017,12:15 p.m.,Viernes,Bicicleta,Sin Registro,Ciclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Calle 40  Sur Carrera 27,San Jose,Urbana,"(6.158366235, -75.58080793)"
2171194,04/21/2017,11:30 p.m.,Viernes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Tramo 372 Kilometro  7,Vereda Palmas,Rural,
2171194,04/21/2017,11:30 p.m.,Viernes,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Tramo 372 Kilometro  7,Vereda Palmas,Rural,
2171167,04/22/2017,1:00 p.m.,Sábado,Sin Registro,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 49  Sur,Las Vegas,Urbana,
2171167,04/22/2017,1:00 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Carrera 50 Calle 49  Sur,Las Vegas,Urbana,
2171176,04/22/2017,5:00 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Tramo 376 Kilometro  1,Vereda Perico,Rural,
2171176,04/22/2017,5:00 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Tramo 376 Kilometro  1,Vereda Perico,Rural,
2171166,04/22/2017,12:00 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Transversal 33 A Sur Diagonal 31 B,Las Flores,Urbana,"(6.17392881, -75.57980693)"
2171166,04/22/2017,12:00 p.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Transitar entre vehiculos,Transversal 33 A Sur Diagonal 31 B,Las Flores,Urbana,"(6.17392881, -75.57980693)"
2171168,04/22/2017,4:10 p.m.,Sábado,Campero,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 29 A,Manuel Uribe Angel,Urbana,"(6.166159821, -75.58061864)"
2171168,04/22/2017,4:10 p.m.,Sábado,Campero,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 37  Sur Carrera 29 A,Manuel Uribe Angel,Urbana,"(6.166159821, -75.58061864)"
2171195,04/22/2017,1:10 a.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Calle 25 A Sur Carrera 48,Las Vegas,Urbana,"(6.185202689, -75.58358718)"
2171195,04/22/2017,1:10 a.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Impericia en el manejo,Calle 25 A Sur Carrera 48,Las Vegas,Urbana,"(6.185202689, -75.58358718)"
2171174,04/22/2017,8:30 a.m.,Sábado,Camioneta,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 37  Sur Carrera 50,Las Vegas,Urbana,
2171174,04/22/2017,8:30 a.m.,Sábado,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 37  Sur Carrera 50,Las Vegas,Urbana,
2171180,04/22/2017,5:20 p.m.,Sábado,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No respetar pelacion de interseccion o giros,Calle 23  Sur Carrera 28,El Esmeraldal,Urbana,"(6.178187463, -75.57043311)"
2171180,04/22/2017,5:20 p.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar pelacion de interseccion o giros,Calle 23  Sur Carrera 28,El Esmeraldal,Urbana,"(6.178187463, -75.57043311)"
2171170,04/22/2017,2:30 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 25  Sur Carrera 43 A,Las Orquideas,Urbana,"(6.181560189, -75.58201649)"
2171170,04/22/2017,2:30 p.m.,Sábado,Automovil,Diplomatico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 25  Sur Carrera 43 A,Las Orquideas,Urbana,"(6.181560189, -75.58201649)"
2171169,04/22/2017,9:00 p.m.,Sábado,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,Las Vegas,Urbana,
2171169,04/22/2017,9:00 p.m.,Sábado,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 50  Sur Carrera 48,Las Vegas,Urbana,
2171202,04/22/2017,12:40 p.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Calle 31  Sur Carrera 50,Las Vegas,Urbana,
2171202,04/22/2017,12:40 p.m.,Sábado,Camioneta,Particular,Conductor,Femenino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Calle 31  Sur Carrera 50,Las Vegas,Urbana,
2171171,04/22/2017,4:50 p.m.,Sábado,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Diagonal 39 Transversal 34 B Sur,Obrero,Urbana,"(6.171523576, -75.58413244)"
2171171,04/22/2017,4:50 p.m.,Sábado,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Desobedecer senales,Diagonal 39 Transversal 34 B Sur,Obrero,Urbana,"(6.171523576, -75.58413244)"
2171173,04/23/2017,7:15 p.m.,Domingo,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Atropello,Cruzar en estado de embriaguez,Calle 25 AA Sur Carrera 48,Zuñiga,Urbana,"(6.18405129, -75.58478383)"
2171189,04/23/2017,4:05 p.m.,Domingo,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Herido,Atropello,Transitar entre vehiculos,Diagonal 32 B Transversal 34  Sur,Obrero,Urbana,"(6.172777915, -75.58223786)"
2171189,04/23/2017,4:05 p.m.,Domingo,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Atropello,Transitar entre vehiculos,Diagonal 32 B Transversal 34  Sur,Obrero,Urbana,"(6.172777915, -75.58223786)"
2171172,04/23/2017,4:25 a.m.,Domingo,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,Semaforo en rojo,Calle 38 A Sur Carrera 41,Zona Centro,Urbana,"(6.168560755, -75.58701537)"
2171172,04/23/2017,4:25 a.m.,Domingo,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Semaforo en rojo,Calle 38 A Sur Carrera 41,Zona Centro,Urbana,"(6.168560755, -75.58701537)"
2171196,04/23/2017,3:40 p.m.,Domingo,Campero,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 36 D Sur Carrera 27,Vereda El Escobero,Urbana,"(6.162479576, -75.57022257)"
2171196,04/23/2017,3:40 p.m.,Domingo,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No mantener distancia de seguridad,Calle 36 D Sur Carrera 27,Vereda El Escobero,Urbana,"(6.162479576, -75.57022257)"
2171188,04/23/2017,6:45 p.m.,Domingo,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Calle 44  Sur Carrera 43 A,Las Vegas,Urbana,"(6.165598746, -75.59402113)"
2171188,04/23/2017,6:45 p.m.,Domingo,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Herido,Choque,No mantener distancia de seguridad,Calle 44  Sur Carrera 43 A,Las Vegas,Urbana,"(6.165598746, -75.59402113)"
2171177,04/23/2017,12:50 p.m.,Domingo,Camioneta,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 40  Sur Carrera 30,San Jose,Urbana,"(6.162574498, -75.58234673)"
2171177,04/23/2017,12:50 p.m.,Domingo,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 40  Sur Carrera 30,San Jose,Urbana,"(6.162574498, -75.58234673)"
2171221,04/24/2017,3:00 p.m.,Lunes,Buseta,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 25 B Sur Carrera 27  Sur,El Esmeraldal,Urbana,"(6.170994915, -75.56580118)"
2171221,04/24/2017,3:00 p.m.,Lunes,Automovil,Particular,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,Otra,Calle 25 B Sur Carrera 27  Sur,El Esmeraldal,Urbana,"(6.170994915, -75.56580118)"
2171198,04/24/2017,7:10 p.m.,Lunes,Automovil,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 48 Calle 25 A Sur,Las Vegas,Urbana,"(6.184740152, -75.58365742)"
2171198,04/24/2017,7:10 p.m.,Lunes,Automovil,Particular,Conductor,Femenino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Carrera 48 Calle 25 A Sur,Las Vegas,Urbana,"(6.184740152, -75.58365742)"
2171197,04/24/2017,1:15 p.m.,Lunes,Camioneta,Publico,Conductor,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 37  Sur Carrera 50,Las Vegas,Urbana,
2171197,04/24/2017,1:15 p.m.,Lunes,Motocicleta,Particular,Motociclista,Masculino,NO,Sin Registro,Solo Daños,Choque,No respetar prelacion,Calle 37  Sur Carrera 50,Las Vegas,Urbana,
2171182,04/24/2017,4:10 p.m.,Lunes,Motocicleta,Particular,Motociclista,Femenino,NO,Sin Registro,Solo Daños,Choque,Adelantar invadiendo carril de sentido contrario,Carrera 49 Calle 36  Sur,Las Vegas,Urbana,"(6.176317818, -75.59256724)"
